id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
d4362b12ad9,9085164007,WAKEMAN VETERINARY CLINIC LTD,WAKEMAN,OH,OHIO STATEWIDE DEVEL CORP,OH,6-Sep-05,2005,6,1.0,6,0,1,2,0,N,11-Oct-06,"$528,000.00 ",$0.00 ,1
4317936d63b,2430995005,Systems Solutions Services,WESTERVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,2-May-07,2007,1,2.0,0,1,0,1,Y,N,,"$25,000.00 ",$0.00 ,1
44b8a3b8ae8,2819175004,"Twin Hills Iron, Inc.",Uniontown,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,19-Nov-07,2008,5,2.0,5,0,0,2,Y,N,31-May-08,"$50,000.00 ",$0.00 ,1
15e1c50db61,2839144007,PLAY IT AGAIN SPORTS,HAMILTON,OH,KEYBANK NATIONAL ASSOCIATION,OH,17-Mar-99,1999,2,2.0,0,0,35635,0,Y,N,30-Sep-00,"$25,000.00 ",$0.00 ,1
7865bb7697e,2475935002,The CCTV Connection LLC,WESTERVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,24-May-07,2007,1,2.0,0,1,0,1,Y,N,30-Jun-07,"$15,000.00 ",$0.00 ,1
5950790d3dd,1177845007,"MGM LANDSCAPING, INC.",WESTLAKE,OH,CITIZENS BANK NATL ASSOC,RI,2-Feb-05,2005,6,1.0,0,6,1,1,Y,N,30-Nov-05,"$8,614.00 ",$0.00 ,0
63d6a0bc219,4606955008,"Mouser Masonry, Inc.",Grove City,OH,FIFTH THIRD BANK,OH,29-Mar-11,2011,1,1.0,20,1,0,1,Y,N,1-Jun-11,"$270,000.00 ",$0.00 ,1
7386dcce77d,1600114002,INTERIOR SERVICES INC.,CINCINNATI,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,3-Oct-97,1998,11,1.0,0,0,1,0,0,N,30-Nov-97,"$175,000.00 ",$0.00 ,1
cc8f99ba67b,1232375001,COMMUNITY CAREGIVERS OF NORTHE,CUYAHOGA FALLS,OH,CITIZENS BANK NATL ASSOC,RI,16-Mar-05,2005,40,2.0,0,40,1,1,N,N,30-Apr-06,"$70,000.00 ",$0.00 ,1
744078d5486,2814454010,"DR. GERALD NANNE, DC",MIDDLEBURG HEIGHTS,OH,THE HUNTINGTON NATIONAL BANK,OH,2-Mar-99,1999,2,2.0,2,0,1,0,0,N,30-Sep-99,"$133,000.00 ",$0.00 ,1
5eb2461b37a,2903505010,"Carpenter Law Firm, LLC",COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,14-Jan-08,2008,6,2.0,1,6,0,1,Y,N,31-Jan-08,"$75,100.00 ",$0.00 ,1
db5f37d517a,1727105003,"T.A.D. ENTERPRISES IV, INC.",HARTVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,23-Mar-06,2006,35,1.0,0,35,24850,2,N,N,31-Mar-06,"$50,000.00 ",$0.00 ,0
fd6193f64b5,3226526008,JOLLY DIPPER LTD,FINDLAY,OH,FIRST FED. BK OF MIDWEST,OH,16-Apr-08,2008,1,1.0,9,0,1,2,Y,N,31-May-08,"$35,097.00 ",$0.00 ,1
326c6559f8f,6471773000,"DAVID ATHAN WILLIAMS, INC.",WORTHINGTON,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,28-Mar-94,1994,9,1.0,0,0,1,0,N,N,30-Apr-94,"$100,000.00 ",$0.00 ,1
ab84914f45a,3073555008,Freedom Hills,CANAL WINCHESTER,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,1-May-08,2008,1,1.0,0,1,0,1,Y,N,31-May-08,"$95,830.00 ",$0.00 ,1
5140e85f6b4,1937336007,CLEVELAND INDUSTRIAL CONCRETE,MACEDONIA,OH,"BUSINESS LOAN CENTER, LLC",SC,4-May-06,2006,30,1.0,0,30,1,1,0,N,31-May-06,"$625,000.00 ",$0.00 ,1
cdea79bf803,2128485004,MAGGARD MEMORIALS & LASER ART,EATON,OH,U.S. BANK NATIONAL ASSOCIATION,OH,16-Nov-06,2007,5,2.0,0,5,0,2,Y,N,30-Nov-06,"$39,075.00 ",$0.00 ,1
910b4513284,8151713004,"JONES RENTAL, INC.",LOUDONVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,8-Mar-95,1995,3,1.0,0,0,1,0,,N,30-Apr-95,"$186,000.00 ",$0.00 ,1
9c2ee0532f0,3202655000,"427 DESIGN, LLC.",AKRON,OH,"FIRSTMERIT BANK, N.A.",OH,2-Sep-08,2008,3,1.0,2,3,0,1,Y,N,31-Jan-09,"$50,168.00 ",$0.00 ,1
5afb4a832f4,5755163002,PALINCO INC,GAHANNA,OH,FIRST MERCHANTS BANK NATL ASSO,IN,7-Jul-93,1993,12,1.0,0,0,1,0,N,N,31-Jul-93,"$414,000.00 ",$0.00 ,1
072d4c0df59,5016174008,"ABC PEDIATRIC THERAPY NETWORK,",WEST CHESTER,OH,FIFTH THIRD BANK,OH,31-Oct-01,2002,10,1.0,0,0,1,2,0,Y,31-Mar-02,"$150,000.00 ",$0.00 ,1
8fbc5e06c53,7891263001,QUOTES BAR & GRILL,NORTH ROYALTON,OH,THE HUNTINGTON NATIONAL BANK,OH,9-Dec-94,1995,19,1.0,0,0,1,0,N,Y,31-Jan-95,"$84,000.00 ",$0.00 ,1
8ed3d87ec1c,3910334003,EBERT & WOLF ENTERPRISES LLC,WESTERVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,24-Aug-00,2000,4,1.0,0,4,1,1,0,N,28-Feb-01,"$396,300.00 ",$0.00 ,1
773fe76a6e2,3122075003,Handyman Plus,CLEVELAND,OH,U.S. BANK NATIONAL ASSOCIATION,OH,11-Jun-08,2008,2,1.0,0,2,0,1,Y,N,31-Jul-08,"$17,492.00 ",$0.00 ,0
5deff17a7b2,5922222009,*ITC INVESTORS INC/INTERNAT TO,DAYTON,OH,CITYWIDE SMALL BUS. DEVEL CORP,OH,15-Nov-82,1983,155,2.0,0,0,0,0,N,N,8-Jun-83,"$500,000.00 ",$0.00 ,1
bdf5e2eb464,7996453006,"MINERAL RIDGE PROPERTIES, INC.",MEDINA,OH,"READYCAP LENDING, LLC",CA,19-Jan-95,1995,240,2.0,0,0,20725,0,N,N,28-Feb-97,"$270,000.00 ",$0.00 ,1
7f0d3ed5b80,1147745000,MICHELLE MORGAN DBA PLANT MAGI,WICKLIFFE,OH,CITIZENS BANK NATL ASSOC,RI,4-Jan-05,2005,3,1.0,0,3,1,1,Y,N,28-Feb-06,"$5,000.00 ",$0.00 ,1
b2cff2136f5,7347654003,ZUKUN PLAN LLC,NEW ALBANY,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,12-Apr-04,2004,4,1.0,0,4,1,1,Y,N,30-Jun-04,"$112,112.00 ",$0.00 ,1
f1280edb41c,1238875010,Aficionado Wine & Cigars,Perrysburg,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,21-Mar-05,2005,2,2.0,3,2,1,2,N,N,31-Aug-05,"$250,000.00 ",$0.00 ,1
7ff070e9c1f,5066524004,"R.C. OLMSTEAD, INC.",DUBLIN,OH,FIFTH THIRD BANK,OH,27-Nov-01,2002,35,1.0,0,0,1,1,N,N,31-Mar-02,"$1,333,000.00 ",$0.00 ,1
ad319a95269,2740385005,COMPLETE CONSTRUCTION AND REHA,MAINEVILLE,OH,U.S. BANK NATIONAL ASSOCIATION,OH,3-Oct-07,2008,6,1.0,1,7,0,2,Y,N,30-Nov-07,"$37,440.00 ",$0.00 ,1
f903292f778,5338064002,HAMPTON INN,JEFFERSONVILLE,OH,UNITED MIDWEST SAVINGS BANK,OH,15-Apr-02,2002,11,2.0,0,0,36680,2,N,N,31-May-02,"$1,300,000.00 ",$0.00 ,1
c37d58acf7e,2090205005,"Game Goda Entertainment, Inc.",Strongsville,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,26-Oct-06,2007,2,1.0,0,2,0,1,N,N,31-Dec-06,"$157,000.00 ",$0.00 ,0
9306bbad995,8722914006,CENTER CITY COLLISION,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,22-Mar-05,2005,5,1.0,1,6,1,1,Y,N,30-Apr-05,"$63,676.00 ",$0.00 ,1
e889f9d74d1,5575274010,HAVAICH TRANSMISSION LLC,LANCASTER,OH,WELLS FARGO BANK NATL ASSOC,SD,31-Jul-02,2002,2,1.0,2,4,20550,1,0,N,31-Oct-02,"$146,700.00 ",$0.00 ,0
eae44d38d16,1258565008,"Industrial Paper Shredders, In",NORTH LIMA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,6-Apr-05,2005,6,1.0,1,6,1,2,Y,N,30-Jun-05,"$62,814.00 ",$0.00 ,0
7cef04c0544,5852454004,R-TEK INSULATION INC,BARBERTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,8-Nov-02,2003,8,1.0,2,6,1,1,0,N,31-Mar-03,"$126,000.00 ",$0.00 ,1
5fbb648807d,6304333000,"CABLE EXPRESS, INC.",WESTERVILLE,OH,U.S. BANK NATIONAL ASSOCIATION,OH,7-Mar-94,1994,104,1.0,0,0,1,0,N,N,30-Apr-94,"$525,000.00 ",$0.00 ,1
1b171ea99c5,3576784002,"AVID CONSTRUCTION, INC.",MENTOR,OH,"FIRSTMERIT BANK, N.A.",OH,8-Feb-00,2000,10,1.0,0,0,1,1,N,Y,31-Mar-00,"$150,000.00 ",$0.00 ,1
48654e8aa2d,6135833006,"SPEEDEE CENTERS SOUTH, INC.",PORTSMOUTH,OH,CITIZENS DEPOSIT BANK & TRUST,KY,29-Dec-93,1994,49,1.0,0,0,1,0,N,N,30-Apr-94,"$147,422.00 ",$0.00 ,1
3b70288d8c1,5546514000,VALVSYS LLC,MONROE,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,19-Jul-02,2002,2,1.0,0,2,1,1,T,N,30-Sep-02,"$122,500.00 ",$0.00 ,1
6ab96fce8ab,6904584005,HOME PRINTING CO LTD,CANTON,OH,CAPITAL ONE NATL ASSOC,VA,10-Nov-03,2004,3,1.0,1,3,1,1,0,N,31-Jan-04,"$25,000.00 ",$0.00 ,1
38ebf3332ca,1573674010,HOBBYTOWN USA,MENTOR,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,24-Sep-97,1997,7,1.0,0,0,38510,0,0,N,31-Oct-97,"$66,078.00 ",$0.00 ,1
8edf251f3a8,1623984008,TALLMADGE ASPHALT & PAVING CO.,TALLMADGE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,17-Oct-97,1998,48,1.0,0,0,1,0,Y,N,30-Sep-98,"$100,000.00 ",$0.00 ,1
dd1f16b33fa,3244935010,"Darla Kirchner Designs, LLC",HAMILTON,OH,U.S. BANK NATIONAL ASSOCIATION,OH,20-Oct-08,2009,4,1.0,0,4,0,1,Y,N,31-Oct-08,"$21,859.00 ",$0.00 ,0
38a7306196a,2621095009,"Optimal Calibration, LLC",CLEVELAND,OH,U.S. BANK NATIONAL ASSOCIATION,OH,7-Aug-07,2007,2,2.0,0,2,0,1,Y,N,31-Aug-07,"$34,919.00 ",$0.00 ,1
0b00329c952,6813924005,"DOWNTOWN LATTE, LTD.",TOLEDO,OH,THE HUNTINGTON NATIONAL BANK,OH,20-Oct-03,2004,5,2.0,0,0,1,1,0,Y,31-Jan-04,"$82,500.00 ",$0.00 ,1
d3ed4848c51,8882533002,BW-3 GRILL AND PUB,COLUMBUS,OH,WELLS FARGO BANK NATL ASSOC,SD,12-Dec-95,1996,20,2.0,0,0,7990,0,0,N,30-Sep-96,"$242,000.00 ",$0.00 ,1
6fb0dc5b50b,4719904004,OCEANUS AURA LTD,CINCINNATI,OH,KEYBANK NATIONAL ASSOCIATION,OH,25-Jul-01,2001,2,2.0,0,0,1,1,0,N,31-Aug-01,"$488,000.00 ",$0.00 ,1
6b0371d2beb,9081674010,COLE CONSTRUCTION CO,FAIRFIELD,OH,U.S. BANK NATIONAL ASSOCIATION,OH,2-Sep-05,2005,6,1.0,0,6,1,1,Y,N,30-Sep-05,"$82,705.00 ",$0.00 ,0
df977b30336,7140094004,HEWITT PLUMBING INC,DAYTON,OH,KEYBANK NATIONAL ASSOCIATION,OH,30-Jan-04,2004,13,1.0,0,13,1,1,0,N,28-Feb-05,"$237,000.00 ",$0.00 ,1
27eb4468949,3731445002,"PRIDE TOOL CO., INC.",CINCINNATI,OH,LCNB NATIONAL BANK,OH,4-Nov-09,2010,15,1.0,0,15,0,1,N,N,21-Dec-09,"$35,000.00 ",$0.00 ,1
3f4fda52d47,2060855000,"Wyandotte Winery, LLC",Columbus,OH,THE HUNTINGTON NATIONAL BANK,OH,9-Oct-06,2007,2,2.0,0,2,0,1,N,N,30-Nov-06,"$55,000.00 ",$0.00 ,1
3f4ccfeee37,2911565006,"Raymond A. Erker, Inc.",WESTLAKE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,17-Jan-08,2008,6,1.0,0,6,0,1,N,N,31-Jan-08,"$60,900.00 ",$0.00 ,0
719d5f8dca3,1109444007,"R.T. SYSTEMS, INC.",MENTOR,OH,KEYBANK NATIONAL ASSOCIATION,OH,8-Apr-97,1997,10,1.0,0,0,1,0,N,N,31-Aug-98,"$190,000.00 ",$0.00 ,1
053136a0943,3902663001,"LIBERTY CHILD CARE, INC.",POWELL,OH,DELAWARE CNTY BK & TR CO,OH,26-Feb-90,1990,4,2.0,0,0,1,0,N,N,30-Apr-90,"$50,000.00 ",$0.00 ,1
d7ad8b60631,3192054007,THE PEERLESS SAW COMPANY,GROVEPORT,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,21-Sep-99,1999,55,2.0,2,55,1,1,0,N,30-Nov-99,"$2,027,000.00 ",$0.00 ,1
137bc20723c,5031024007,MANAGEMENT RECRUITERS OF BECKE,WEST CHESTER,OH,FIFTH THIRD BANK,OH,7-Nov-01,2002,1,2.0,0,0,50850,1,0,Y,31-Jan-02,"$105,000.00 ",$0.00 ,1
8861e3c4313,5282254000,LEVEL LIFT INC,CINCINNATI,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,19-Mar-02,2002,5,1.0,0,5,1,1,0,N,30-Apr-02,"$196,000.00 ",$0.00 ,1
cc0e24ab4df,7855994007,SHERMANS TRANSMISSION INC,MANSFIELD,OH,KEYBANK NATIONAL ASSOCIATION,OH,28-Sep-04,2004,6,1.0,0,6,1,1,0,N,31-Oct-04,"$307,500.00 ",$0.00 ,1
703eee7010f,5923232003,BUSINESS FORMS UNLIMITED-K-J E,SYCAMORE TOWNSHIP,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,20-Jul-83,1983,12,1.0,0,0,0,0,N,N,7-Sep-83,"$134,000.00 ",$0.00 ,1
c4ab0143050,1119055008,WILLIAM D METHENEY DBA METHENE,CANTON,OH,CAPITAL ONE NATL ASSOC,VA,6-Dec-04,2005,3,1.0,0,0,1,1,N,N,31-Dec-04,"$35,000.00 ",$0.00 ,1
8f579b563bc,8957034007,WATT-SANDERS INSURANCE AGENCY,CINCINNATI,OH,BBCN BANK,CA,29-Jun-05,2005,4,1.0,1,2,1,1,Y,N,31-Jul-05,"$80,000.00 ",$0.00 ,1
cea9291ea1f,7054324005,REGIEC CHIROPRACTIC LLC,MIDDLEBURG HEIGHTS,OH,THE HUNTINGTON NATIONAL BANK,OH,19-Dec-03,2004,2,1.0,0,2,1,1,Y,N,31-Jan-04,"$15,000.00 ",$0.00 ,1
d5243e5ba0a,9740793009,"APPALACHIAN, INC.",WILLIAMSBURG,OH,"BUSINESS LOAN CENTER, LLC",SC,8-Nov-96,1997,5,1.0,0,0,1,0,0,N,31-Jan-97,"$285,000.00 ",$0.00 ,1
93f3856d404,1024335006,"McNichols Roofing, Inc.",SUNBURY,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,16-Jul-04,2004,19,1.0,0,0,1,2,Y,N,31-Aug-04,"$231,249.00 ",$0.00 ,1
7e5d052cd96,8299553000,USA BABY,CINCINNATI,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,28-Apr-95,1995,6,2.0,0,0,8010,0,N,N,31-Jul-95,"$175,000.00 ",$0.00 ,1
0f444622981,4481023003,ALERT TERMITE & PEST CONTROL I,BLUE ASH,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,6-Jun-91,1991,30,1.0,4,26,1,0,N,N,16-Oct-91,"$124,000.00 ",$0.00 ,1
493598daca8,3613936002,"Tan City, LLC",NORTH RIDGEVILLE,OH,THE LORAIN NATIONAL BANK,OH,10-Dec-08,2009,5,1.0,5,5,1,1,0,N,31-Dec-08,"$103,500.00 ",$0.00 ,1
58cd10b67e2,8197664004,VOGT AUTOMOTIVE INC,CINCINNATI,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,30-Nov-04,2005,4,1.0,0,4,1,1,0,N,31-Dec-04,"$75,000.00 ",$0.00 ,1
e048092d973,1729544003,TRAFZER POOLS,MARION,OH,"OHIO STATE BANK, THE",OH,9-Dec-97,1998,7,1.0,0,0,1,0,N,N,31-Aug-99,"$100,000.00 ",$0.00 ,1
d859a27b738,5898964010,THE MUSIC SUITE,TOLEDO,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,26-Nov-02,2003,2,2.0,6,2,1,1,0,N,31-Jan-03,"$65,422.00 ",$0.00 ,1
40807ca8036,2693445006,Langdon Rugs,Columbus,OH,THE HUNTINGTON NATIONAL BANK,OH,12-Sep-07,2007,0,1.0,0,0,0,1,N,N,31-Oct-07,"$25,000.00 ",$0.00 ,1
10365c8bdf0,1038895000,Audio Plus,WARREN,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,12-Aug-04,2004,4,1.0,0,0,1,1,Y,N,31-Aug-04,"$26,200.00 ",$0.00 ,0
98775914e70,3387833009,THE INK WELL-C,COLUMBUS,OH,U.S. BANK NATIONAL ASSOCIATION,OH,21-Feb-89,1989,2,1.0,0,0,40700,0,N,N,30-Apr-89,"$98,000.00 ",$0.00 ,1
8a202395274,3950264000,WIRENET INC,BATAVIA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Sep-00,2000,8,2.0,6,8,1,1,0,N,31-Oct-00,"$110,000.00 ",$0.00 ,1
cfe26c47ec3,8056233004,THE VISTA CENTRE,LISBON,OH,MAHONING VALLEY ECONOMIC DEVEL,OH,6-Feb-95,1995,1,2.0,110,0,1,0,N,N,15-Jan-97,"$750,000.00 ",$0.00 ,1
cc5dcbd65a4,1611744009,HELEN HUTCHLEY'S ICE CREAM,PARMA,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,10-Oct-97,1998,3,2.0,0,0,37476,0,N,Y,30-Nov-97,"$58,400.00 ",$0.00 ,0
4c2e463a90e,2944975007,ASCEND ASSET GROUP,CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,7-Feb-08,2008,3,1.0,0,3,0,1,Y,N,31-Mar-08,"$114,385.00 ",$0.00 ,1
3fcf0c609f7,2748355001,"PERFORMANCE ASPHALT PAVING, IN",HAMILTON,OH,U.S. BANK NATIONAL ASSOCIATION,OH,9-Oct-07,2008,4,2.0,0,4,0,1,N,N,31-Oct-07,"$14,100.00 ",$0.00 ,1
b1135f29dec,1941963001,ROSSMAN & COMPANY,COLUMBUS,OH,COMMUNITY CAP. DEVEL CORP,OH,22-Jun-84,1984,42,1.0,0,0,0,0,N,N,7-Nov-84,"$221,000.00 ",$0.00 ,1
1bc7fbf5004,2034335004,"Lee's Catering & Vending, Inc.",HILLIARD,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,23-Sep-06,2006,17,1.0,0,17,0,1,N,N,30-Nov-06,"$305,200.00 ",$0.00 ,1
1a2f32cdc44,8951343009,"WINFREE & ASSOCIATES, INC.",PICKERINGTON,OH,COMMUNITY CAP. DEVEL CORP,OH,23-Jan-96,1996,8,1.0,3,5,1,0,N,N,16-Oct-96,"$80,000.00 ",$0.00 ,1
ad34cb68633,1399815004,T.I.L.S. INC. DBA TOTAL IMAGE,MONCLOVA,OH,CITIZENS BANK NATL ASSOC,RI,3-Aug-05,2005,16,1.0,0,16,0,1,Y,N,31-Aug-05,"$395,331.00 ",$0.00 ,1
3cb182e07d6,3148225009,Weisgarber Custom Metal,Massillon,OH,THE HUNTINGTON NATIONAL BANK,OH,7-Jul-08,2008,0,1.0,0,0,0,1,N,N,31-Jul-08,"$20,400.00 ",$0.00 ,0
3fb8b5f9aab,5808573001,CAMP WASHINGTON HARDWARE,CINCINNATI,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,28-Jul-93,1993,2,1.0,0,0,1,0,N,N,31-Oct-93,"$80,000.00 ",$0.00 ,1
174dc38e0fc,3567395008,"Thomas K. Hedge, D.D.S.",WEST CHESTER,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,11-Aug-09,2009,3,1.0,0,3,0,1,N,N,1-Oct-09,"$33,200.00 ",$0.00 ,1
df986bd4885,7972634003,JOHN ANTHONY OF NOVELTY INC,NOVELTY,OH,CITIZENS BANK NATL ASSOC,RI,21-Oct-04,2005,4,1.0,0,4,1,2,Y,N,31-Dec-04,"$95,190.00 ",$0.00 ,1
059580d0e41,7513374009,"VERNON FUNERAL HOMES, INC.",MECHANICSBURG,OH,CITIZENS NATL BANK A DIVISION,OH,10-Jun-04,2004,4,1.0,0,0,1,2,N,N,30-Jun-05,"$431,850.00 ",$0.00 ,1
816d49cedf6,9274903007,RIVENDALE NATURAL FOODS,TORONTO,OH,THE HUNTINGTON NATIONAL BANK,OH,14-May-96,1996,1,2.0,0,0,1,0,N,Y,31-Jul-96,"$16,500.00 ",$0.00 ,1
f258dd380c8,1120205002,"BANIK HEATING & COOLING, INC.",CLEVELAND,OH,CAPITAL ONE NATL ASSOC,VA,6-Dec-04,2005,1,1.0,0,0,1,1,Y,N,30-Apr-05,"$43,578.00 ",$0.00 ,1
d145ae4965f,8319513008,"DIANE T. AREL, DDS",HARRISON,OH,WELLS FARGO BANK NATL ASSOC,SD,8-May-95,1995,8,1.0,0,0,1,0,N,N,31-Oct-96,"$430,000.00 ",$0.00 ,1
202fa902e4c,1770305010,"Mandel Veterinary Hospital, LL",Cleveland Heights,OH,THE HUNTINGTON NATIONAL BANK,OH,18-Apr-06,2006,8,2.0,0,0,0,1,N,N,30-Apr-06,"$856,750.00 ",$0.00 ,1
be01de74333,6885323005,PYRAMID PRINTING,COLUMBIANA,OH,THE HUNTINGTON NATIONAL BANK,OH,18-May-94,1994,7,1.0,0,0,1,0,N,N,31-Oct-94,"$145,000.00 ",$0.00 ,1
9c6be690b6e,4695164001,CINCINNATI COLLECTIVE LEARNING,CINCINNATI,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,20-Jul-01,2001,32,1.0,16,0,1,1,N,N,13-Feb-02,"$124,000.00 ",$0.00 ,1
3219b7ae306,3806254003,"SWICEGOOD AUTOMOTIVE, INC",TOLEDO,OH,"PNC BANK, NATIONAL ASSOCIATION",IN,23-Jun-00,2000,2,2.0,0,0,1,1,0,Y,31-Oct-00,"$35,000.00 ",$0.00 ,1
afe3a896694,6089914000,EAST OF CHICAGO PIZZA,DAYTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,10-Feb-03,2003,25,1.0,0,25,26556,1,0,N,30-Apr-03,"$287,000.00 ",$0.00 ,1
26214537682,5335204001,BUDGET SAVER FOODS,MOUNT VERNON,OH,FIFTH THIRD BANK,OH,12-Apr-02,2002,24,1.0,0,24,1,1,0,N,31-Jul-02,"$116,000.00 ",$0.00 ,1
42cfc0cd24c,8414694010,SHIZIZZLE CAFE,MASON,OH,FIRST FINAN BANK NATL ASSOC,OH,6-Jan-05,2005,8,2.0,0,0,1,2,0,Y,30-Nov-05,"$53,000.00 ",$0.00 ,1
fefb91ade13,1549054001,CHAMPION MOLD & BENCH CO. INC.,TALLMADGE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Sep-97,1997,10,2.0,0,0,1,0,0,N,31-May-98,"$25,600.00 ",$0.00 ,1
ada228faff9,1719335002,Lawrence & Kenna Woodring,HARTVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,20-Mar-06,2006,2,2.0,2,2,0,2,N,N,30-Apr-06,"$42,500.00 ",$0.00 ,0
609c7e3b93e,3170825008,"A Magic Treasure, LLC",Columbus,OH,THE HUNTINGTON NATIONAL BANK,OH,29-Jul-08,2008,0,1.0,0,0,0,1,Y,N,31-Dec-08,"$25,525.00 ",$0.00 ,1
27d1a2d530b,7902204008,XENIA'S PERSONAL FITNESS,XENIA,OH,U.S. BANK NATIONAL ASSOCIATION,OH,6-Oct-04,2005,1,1.0,0,1,1,1,Y,N,28-Feb-05,"$37,395.00 ",$0.00 ,1
0acb89b0e2a,3343266001,"COMPASS SERVICES, INC",DAYTON,OH,FIRST FINAN BANK NATL ASSOC,OH,21-Jul-08,2008,12,2.0,0,12,1,1,0,N,31-Aug-08,"$120,000.00 ",$0.00 ,1
de48d8d987e,2961815007,Gallagher Logging,Howard,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,20-Feb-08,2008,2,2.0,10,2,0,2,N,N,31-Mar-08,"$35,200.00 ",$0.00 ,1
f8d0ddae113,1234385008,"GRAND CAFE, INC. DBA TOLEDO CA",TOLEDO,OH,CITIZENS BANK NATL ASSOC,RI,17-Mar-05,2005,8,1.0,0,8,1,1,N,N,30-Apr-05,"$30,000.00 ",$0.00 ,1
450fbbd3064,3203485010,"Triple C Lawn Service, Inc.",Pataskala,OH,THE HUNTINGTON NATIONAL BANK,OH,2-Sep-08,2008,0,1.0,0,0,0,2,Y,N,31-Oct-08,"$21,209.00 ",$0.00 ,1
1dba0f65e39,6983714004,CAMEO BAY PIZZA,SANDUSKY,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,2-Dec-03,2004,50,1.0,20,50,1,1,0,N,31-Jan-04,"$100,000.00 ",$0.00 ,0
a6e2d979d5c,8911934000,"NORTH LAKE MARINE, LLC",LAKEVIEW,OH,THE CITIZENS BANKING COMPANY,OH,8-Jun-05,2005,6,2.0,0,0,1,2,N,N,31-Aug-05,"$212,000.00 ",$0.00 ,1
d6036c9fd67,2807384004,EAST OF CHICAGO PIZZA CO.,WADSWORTH,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,26-Feb-99,1999,25,1.0,0,0,26556,0,0,Y,31-Jul-99,"$137,196.00 ",$0.00 ,1
814d545668b,3749325010,BVM Ohio Inc,Westerville,OH,THE HUNTINGTON NATIONAL BANK,OH,13-Nov-09,2010,5,1.0,0,5,0,1,N,N,1-Dec-09,"$479,000.00 ",$0.00 ,1
2ef9c96d948,3637584006,MIDONNA ENTERPRISES INC,DAYTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Mar-00,2000,2,1.0,0,2,1,1,Y,N,30-Apr-00,"$20,000.00 ",$0.00 ,1
dd2ec220dc2,2395385003,Dempsey Auto Parts,HAMERSVILLE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,16-Apr-07,2007,1,1.0,2,2,0,1,N,N,30-Apr-07,"$5,474.00 ",$0.00 ,1
1a25433b7cb,3786165009,MBS FINANCIAL GROUP LLC,CINCINNATI,OH,"SUPERIOR FINANCIAL GROUP, LLC",CA,25-Nov-09,2010,5,1.0,0,5,0,1,N,,25-Nov-09,"$10,000.00 ",$0.00 ,1
3e726eaf359,1670855003,CHILDKIND LLC,CHARDON,OH,CAPITAL ONE NATL ASSOC,VA,20-Feb-06,2006,12,1.0,4,12,0,2,N,N,31-Mar-06,"$50,000.00 ",$0.00 ,1
